idno,nwspol,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstun,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdgr,rlgatnd,pray,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,brncntr,blgetmg,facntr,mocntr,gvrfgap,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,bnlwinc,lkuemp,lknemny,vteurmmb,hhmmb,gndr,agea,icpart1,dvrcdeva,maritalb,chldhm,domicil,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,emplrel,estsz,jbspv,wkdcorga,iorgact,wkhct,wkhtot,tporgwk,wrkac6m,uemp3m,mbtru,hincsrca,hinctnta,hincfel,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,emprf14,emprm14,atncrse,anctry1,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,neverwork,occgrp,industry,votesd
99,120,4. Most days,7,8,8,2,3,1,2,1,5,8,8,7,9,7,0. No,0. No,1. Yes,1. Yes,1. Yes,0. No,0. No,0. No,1. Yes,5,7,9,6,9,6,5,3,5,2,4,2,2,3,2,7,9,5,5,6. Several times a week,3. 3,4,0. No,3,1,3,10,5,0. No,0,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,10,3,2,5,4,5,1,3,4,2,2,4,5,3,2,4,4,1,5,4,10,5,0,2,4,8,1,2,1,1,3,3,5. 20-24,5,3,8,3,10,5,4,3,4,4,3,3,3,1,55,1,55. Would not vote,1,0. No,87,0. No,0. No,5. Widowed/civil partner died,0. No,2. Suburbs or outskirts of big city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Employee,1. Under 10,1. Yes,10,10,20,20,1. Central or local government,0. No,0. No,"2. Yes, previously","7. Income from investments, savings etc.",4th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,4. Mother dead/absent,0. No,12060. Swedish nfs,3,3,3,5,2,1,5,2,1,2,1,2,5,6,5,4,3,2,2,5,1,1. SE110,0,2. Professionals,14. Education,0
103,90,1. Never,6,6,4,2,1,3,2,2,8,4,2,3,1,7,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,5,8,9,2,3,10,10,2,4,2,2,2,3,2,2,3,7,4,8,6. Several times a week,2. 2,3,0. No,2,1,3,10,2,1. Yes,4,4. At least once a month,4. At least once a month,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,1. Yes,1. Yes,3,3,10,5,2,5,1,5,1,1,1,4,3,3,2,3,3,3,3,1,4,4,7,5,7,5,1,1,5,3,3,2,4,2,2. 5-9,4,4,8,7,7,4,4,4,4,3,3,1,4,4,1,1,2. Leave the European Union,2,1. Yes,87,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,1. Under 10,0. No,10,10,40,40,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,4th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,2,1,3,2,3,2,3,3,2,3,2,4,3,4,3,2,3,2,3,2,2,21. SE332,0,5. Services,1. Agriculture etc.,0
106,60,1. Never,5,7,5,3,2,1,3,1,6,7,7,4,6,6,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,8,8,9,8,9,6,9,1,5,2,4,4,1,1,1,10,9,9,9,6. Several times a week,5. 7-9,4,0. No,1,1,3,10,9,1. Yes,5,3. Once a week,3. Once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,3,10,5,2,5,1,4,2,4,2,1,2,3,2,1,2,2,2,1,3,3,7,2,7,6,5,7,3,1,1,1,4,2,4. 15-19,8,5,7,8,8,2,3,2,4,4,4,3,4,1,55,1,1. Remain member of the European Union,1,0. No,86,0. No,0. No,5. Widowed/civil partner died,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Employee,1. Under 10,0. No,9,10,45,45,1. Central or local government,0. No,0. No,"2. Yes, previously",4. Pensions,1st decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,2,5,1,3,3,2,1,3,1,4,1,1,5,3,1,1,1,1,1,3,1,6. SE125,0,5. Services,14. Education,0
119,60,1. Never,5,10,5,1,5,3,5,3,8,9,10,8,8,7,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,7,8,8,7,8,7,8,2,4,2,2,4,1,1,1,8,8,7,8,3. Once a month,4. 4-6,1,1. Yes,2,3,3,8,9,1. Yes,5,5. Only on special holy days,1. Every day,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,1,2,7,3,7,3,2,2,2,3,5,1,2,2,1,2,1,1,1,2,2,3,8,1,5,7,6,7,7,1,2,4,4,2,2. 5-9,7,7,7,7,7,2,2,2,2,2,2,4,2,4,55,1,1. Remain member of the European Union,1,1. Yes,85,0. No,1. Yes,2. In a legally registered civil union,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,40,50,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,3rd decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,6,1,2,3,2,2,2,2,4,4,3,3,1,4,4,1,2,2,1,2,18. SE321,0,2. Professionals,"11. Professional, scientific, and technical",0
122,30,1. Never,5,5,5,3,2,1,2,1,3,5,5,3,3,7,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,3,8,4,5,7,5,8,2,5,2,4,3,2,2,2,5,7,3,7,7. Every day,2. 2,2,0. No,2,3,2,5,5,0. No,3,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,10,4,5,5,2,5,2,2,4,2,2,4,4,3,2,2,2,2,3,3,7,3,2,8,5,3,3,3,2,3,3,2,3. 10-14,5,5,8,6,7,3,2,2,4,4,4,3,4,3,1,1,33. Would submit a blank ballot paper,1,1. Yes,85,0. No,1. Yes,4. Legally divorced/civil union dissolved,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,5,4,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",4. Pensions,1st decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,4,4,5,2,5,2,3,5,4,4,4,5,4,5,3,3,2,3,4,4,17. SE313,0,7. Craft and Trades,3. Manufacturing,0
135,300,5. Every day,8,7,7,1,2,3,2,2,8,8,8,7,6,5,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,9,8,8,7,8,7,8,2,5,1,5,2,2,2,2,5,8,7,8,5. Once a week,5. 7-9,3,0. No,2,1,3,9,8,0. No,1,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,8,4,6,5,2,5,2,2,3,2,2,2,2,2,2,2,2,1,4,4,7,3,4,8,7,7,8,2,2,2,2,3,2. 5-9,5,5,9,7,7,3,2,2,3,3,4,4,4,3,1,1,1. Remain member of the European Union,1,1. Yes,84,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,1. A big city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,9,9,48,4,2. Other public sector (such as education and health),0. No,0. No,"2. Yes, previously",4. Pensions,7th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,2,5,2,5,5,4,4,2,2,4,3,2,5,2,5,2,5,2,4,4,4,1. SE110,0,1. Managers,"10. Finance, insurance, real estate",0
140,120,1. Never,2,7,6,1,1,4,2,4,2,6,6,3,3,1,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,0. No,0. No,1. Yes,6,8,2,3,3,3,6,1,5,3,3,4,2,2,2,3,6,0,6,7. Every day,6. 10 or more,5,0. No,1,3,2,8,5,1. Yes,4,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,5,10,5,9,5,2,4,2,4,2,2,3,3,3,3,3,3,3,2,4,2,5,3,4,8,8,8,6,4,2,1,4,2,3. 10-14,0,5,10,10,10,1,2,2,2,2,2,3,2,1,55,4,33. Would submit a blank ballot paper,2,1. Yes,84,1. Yes,0. No,1. Legally married,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,5. 500 or more,0. No,10,10,40,40,3. A state owned enterprise,0. No,0. No,"2. Yes, previously",4. Pensions,4th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,1. Yes,12060. Swedish nfs,1,5,1,3,2,1,1,1,5,1,1,1,3,1,2,1,1,1,1,1,1,14. SE232,0,8. Plant and Machine Operators,7. Transportation and Storage,0
154,15,5. Every day,7,7,7,2,2,2,3,1,8,6,8,5,5,5,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,3,8,8,7,7,6,8,2,5,1,5,3,1,2,2,7,7,7,8,7. Every day,4. 4-6,3,0. No,2,1,3,10,10,0. No,0,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,10,4,8,5,1,4,1,1,2,1,3,2,2,2,2,2,2,2,3,3,8,3,3,7,3,3,5,2,1,2,4,2,2. 5-9,7,4,9,9,9,4,2,2,3,4,4,2,4,1,55,1,1. Remain member of the European Union,1,0. No,84,0. No,0. No,5. Widowed/civil partner died,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,8,7,40,40,1. Central or local government,0. No,0. No,"2. Yes, previously",4. Pensions,2nd decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,4. Father dead/absent,2. Self-employed,0. No,12060. Swedish nfs,3,5,2,4,3,2,4,2,3,4,2,2,4,2,5,3,4,2,2,5,4,4. SE123,0,2. Professionals,16. Arts and entertainment,0
161,150,3. A few times a week,7,8,4,2,2,3,2,4,3,3,2,2,3,3,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,8,10,9,3,3,4,8,2,5,1,5,3,2,2,2,7,4,4,10,5. Once a week,6. 10 or more,2,1. Yes,1,2,2,6,3,1. Yes,3,5. Only on special holy days,1. Every day,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,4,8,3,3,5,1,2,4,4,4,1,1,2,3,1,1,1,2,2,3,1,5,2,3,2,3,3,3,2,3,4,2,2,2. 5-9,5,3,4,5,8,4,2,2,3,3,3,5,3,3,55,1,1. Remain member of the European Union,2,1. Yes,83,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,10,7,30,30,2. Other public sector (such as education and health),0. No,0. No,"2. Yes, previously",4. Pensions,8th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,2,5,2,6,2,4,2,3,1,5,1,3,6,2,5,3,2,1,2,4,4,6. SE125,0,2. Professionals,14. Education,0
166,120,2. Only occasionally,0,4,2,2,3,2,2,3,3,8,4,6,8,8,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0,8,9,7,8,5,8,2,2,2,4,5,2,3,3,0,3,4,9,4. Several times a month,6. 10 or more,2,1. Yes,1,3,2,10,8,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,4,8,3,0,5,2,3,3,5,4,2,3,4,3,1,1,2,3,2,2,2,2,2,5,3,5,3,0,2,3,5,4,2,3. 10-14,2,5,10,10,9,5,1,1,4,4,4,3,3,2,55,1,1. Remain member of the European Union,2,1. Yes,83,1. Yes,0. No,1. Legally married,0. No,1. A big city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,10,8,40,40,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,3rd decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,4,1,5,1,4,2,4,1,5,5,3,5,2,6,2,2,1,1,5,2,1. SE110,0,4. Clerical,5. Construction,1
167,120,1. Never,4,4,4,3,2,2,2,2,4,4,4,4,5,4,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,4,5,5,3,3,3,3,2,5,4,4,4,2,3,1,3,3,3,5,5. Once a week,4. 4-6,3,0. No,3,3,2,5,4,1. Yes,4,5. Only on special holy days,1. Every day,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,9,5,4,5,2,4,2,2,2,2,4,4,4,3,3,4,4,2,3,3,5,4,5,5,7,7,5,5,2,4,4,2,6. 25-29,3,3,7,4,7,3,2,2,2,2,2,3,2,3,1,1,2. Leave the European Union,1,1. Yes,82,0. No,0. No,5. Widowed/civil partner died,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,7,7,40,45,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,1st decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,10. SE214,0,7. Craft and Trades,5. Construction,1
172,270,5. Every day,2,5,5,2,2,1,3,2,5,2,2,5,0,1,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,3,8,2,5,5,6,1,2,4,2,4,2,3,3,4,3,3,3,8,6. Several times a week,3. 3,3,0. No,3,3,2,10,3,1. Yes,5,4. At least once a month,3. Once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,4,5,4,5,5,1,5,3,5,5,2,4,3,3,2,4,2,3,2,3,5,5,3,5,3,5,5,3,3,2,2,3,2,6. 25-29,3,3,9,9,9,2,2,2,3,4,2,4,3,3,1,1,55. Would not vote,2,0. No,82,1. Yes,0. No,2. In a legally registered civil union,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,0,0,40,40,1. Central or local government,0. No,0. No,"2. Yes, previously",4. Pensions,5th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,3,5,2,3,3,3,3,2,3,3,3,2,4,3,2,2,5,2,2,2,2,19. SE322,0,8. Plant and Machine Operators,3. Manufacturing,0
188,120,4. Most days,3,8,7,2,2,2,2,2,6,1,1,5,4,7,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Yes,7,5,4,5,8,6,6,2,4,2,5,4,2,2,2,5,7,5,7,5. Once a week,3. 3,2,0. No,3,3,2,8,8,1. Yes,2,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,6,4,8,5,4,2,3,4,4,2,2,2,3,2,2,2,2,1,2,3,8,4,4,7,5,7,6,2,2,3,2,4,2. 5-9,6,3,7,7,5,2,2,3,2,2,4,2,4,1,55,2,2. Leave the European Union,2,1. Yes,82,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,50,50,5. Self employed,0. No,0. No,"2. Yes, previously",4. Pensions,4th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,2,6,2,5,4,2,2,2,3,2,2,1,6,2,5,3,5,2,2,4,3,14. SE232,0,7. Craft and Trades,6. Wholesale and retail,1
191,60,1. Never,7,7,6,2,2,1,2,1,6,4,5,5,4,5,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,3,8,8,7,7,5,5,2,4,2,4,3,2,2,2,5,6,6,8,2. Less than once a month,1. 1,2,0. No,1,2,3,7,5,0. No,5,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,8,3,8,5,1,3,2,4,3,1,2,2,4,2,2,2,2,2,2,3,6,2,6,5,4,6,5,2,4,3,4,2,4. 15-19,5,3,8,5,8,3,2,2,2,3,2,3,2,2,1,1,1. Remain member of the European Union,2,1. Yes,82,1. Yes,0. No,1. Legally married,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,8,8,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",4. Pensions,7th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,2,5,5,4,3,4,5,4,3,4,4,3,4,4,4,3,4,4,3,3,3,10. SE214,0,3. Technicians,12. Administrative and support service,0
196,120,5. Every day,8,8,6,2,5,3,3,2,7,8,6,5,6,7,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,7,8,8,4,6,6,7,2,5,1,5,1,1,1,1,9,9,9,8,5. Once a week,4. 4-6,4,0. No,1,3,2,7,7,0. No,5,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,1,9,5,5,4,1,2,1,1,1,1,2,2,2,2,2,1,2,1,3,3,0,2,3,3,1,1,1,2,2,4,1,1,2. 5-9,6,5,8,7,8,5,2,2,4,4,4,2,4,2,55,1,1. Remain member of the European Union,2,1. Yes,82,0. No,0. No,5. Widowed/civil partner died,1. Yes,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,5. 500 or more,1. Yes,8,4,40,42,4. A private firm,0. No,0. No,3. No,4. Pensions,9th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,4,2,2,1,5,2,1,1,2,1,2,2,4,5,2,2,1,1,4,2,1. SE110,0,3. Technicians,9. Information and communication,0
197,10,5. Every day,8,8,7,1,3,4,3,4,9,7,6,7,8,6,1. Yes,0. No,1. Yes,1. Yes,1. Yes,0. No,1. Yes,1. Yes,1. Yes,8,5,7,6,6,8,5,3,5,1,5,1,2,2,2,8,9,7,7,6. Several times a week,2. 2,3,0. No,2,2,3,10,9,0. No,8,6. Less often,2. More than once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,7,5,5,4,2,3,2,1,2,1,2,3,3,1,1,2,1,2,2,3,4,2,6,8,6,7,5,2,1,4,3,3,8. 35-39,6,3,7,7,8,3,2,3,3,4,5,3,4,3,1,1,33. Would submit a blank ballot paper,1,0. No,81,0. No,1. Yes,4. Legally divorced/civil union dissolved,0. No,1. A big city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,10,8,40,40,2. Other public sector (such as education and health),0. No,0. No,"2. Yes, previously",6. Any other social benefits or grants,6th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,3. Not working,1. Employee,0. No,12060. Swedish nfs,2,4,2,4,4,3,5,3,3,5,3,1,1,4,5,1,1,1,1,1,1,1. SE110,0,3. Technicians,5. Construction,0
198,60,5. Every day,10,10,10,2,3,3,3,3,8,9,8,7,8,5,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,0. No,8,9,7,8,8,8,8,2,4,2,4,3,2,2,2,5,5,6,10,4. Several times a month,6. 10 or more,3,0. No,1,2,3,10,7,1. Yes,3,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,7,3,7,4,2,3,3,3,4,1,2,3,3,2,2,2,3,1,3,3,6,3,3,6,7,8,1,2,2,4,4,3,3. 10-14,8,4,9,7,2,3,2,2,3,4,4,3,3,2,1,1,1. Remain member of the European Union,2,1. Yes,81,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,4,0,5. Self employed,0. No,0. No,"2. Yes, previously",4. Pensions,2nd decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,3,3,3,3,3,4,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,5. SE124,0,4. Clerical,"11. Professional, scientific, and technical",0
199,120,3. A few times a week,5,7,5,2,2,1,1,1,5,5,5,4,4,4,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,6,6,6,4,5,5,5,2,4,2,3,2,1,2,2,5,5,5,7,3. Once a month,3. 3,2,0. No,3,4,2,7,5,1. Yes,7,4. At least once a month,4. At least once a month,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,7,4,5,5,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,6,2,6,6,6,6,4,3,2,2,3,2,6. 25-29,4,4,8,8,8,2,2,2,2,4,4,3,4,2,1,1,1. Remain member of the European Union,2,1. Yes,81,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,5,30,30,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,7th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,5,2,3,3,3,2,3,2,4,4,2,3,2,4,2,3,2,2,2,2,10. SE214,0,2. Professionals,12. Administrative and support service,0
204,90,5. Every day,6,7,7,2,3,3,4,2,8,6,8,4,4,5,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,1. Yes,0. No,7,9,7,4,7,7,5,2,4,2,4,3,2,3,3,3,4,4,9,5. Once a week,4. 4-6,2,0. No,1,3,3,8,5,0. No,7,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,3,4,7,5,1,2,2,4,4,2,2,2,4,2,2,3,3,1,4,4,3,3,6,7,4,4,2,2,1,3,4,2,5. 20-24,5,3,6,6,5,4,4,3,4,4,4,4,4,3,2,2,1. Remain member of the European Union,2,1. Yes,81,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,2. 10 to 24,1. Yes,8,6,40,42,1. Central or local government,0. No,0. No,"2. Yes, previously",4. Pensions,5th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,4,5,2,5,5,4,4,2,2,2,3,1,5,3,3,5,6,2,4,1,4,18. SE321,0,5. Services,13. Public administration and defense,0
208,120,1. Never,10,8,9,3,2,2,2,2,8,8,9,6,7,7,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,7,9,8,8,8,7,8,2,4,2,4,2,2,2,2,5,7,7,8,6. Several times a week,6. 10 or more,4,0. No,1,2,2,9,8,0. No,5,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,4,5,2,5,5,2,4,1,2,4,2,2,3,3,2,2,3,3,2,3,3,5,2,4,8,7,8,4,2,2,3,3,2,2. 5-9,5,3,10,10,10,2,3,2,2,3,4,4,3,3,1,1,33. Would submit a blank ballot paper,1,1. Yes,81,0. No,0. No,5. Widowed/civil partner died,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,5. 500 or more,0. No,8,7,40,40,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,2nd decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,4,5,2,4,2,2,3,4,4,2,2,2,4,4,5,4,4,2,2,3,2,12. SE224,0,7. Craft and Trades,3. Manufacturing,0
